user_id,gender,age,body_weight,body_height,cal_need,food_id,value
1,1,22,54,160,1869,65,2
1,1,22,54,160,1869,66,2
1,1,22,54,160,1869,67,3
1,1,22,54,160,1869,68,1
1,1,22,54,160,1869,69,0
1,1,22,54,160,1869,70,2
1,1,22,54,160,1869,71,3
1,1,22,54,160,1869,72,2
1,1,22,54,160,1869,73,0
1,1,22,54,160,1869,74,2
1,1,22,54,160,1869,75,2
1,1,22,54,160,1869,76,2
1,1,22,54,160,1869,77,2
1,1,22,54,160,1869,78,4
1,1,22,54,160,1869,79,3
1,1,22,54,160,1869,80,1
1,1,22,54,160,1869,81,4
1,1,22,54,160,1869,82,3
1,1,22,54,160,1869,83,2
1,1,22,54,160,1869,84,2
1,1,22,54,160,1869,85,1
1,1,22,54,160,1869,86,1
1,1,22,54,160,1869,87,2
1,1,22,54,160,1869,88,4
1,1,22,54,160,1869,89,1
1,1,22,54,160,1869,90,1
1,1,22,54,160,1869,91,3
1,1,22,54,160,1869,92,2
1,1,22,54,160,1869,93,1
1,1,22,54,160,1869,94,0
1,1,22,54,160,1869,95,3
1,1,22,54,160,1869,96,2
1,1,22,54,160,1869,97,2
1,1,22,54,160,1869,98,1
1,1,22,54,160,1869,99,5
1,1,22,54,160,1869,100,1
1,1,22,54,160,1869,101,2
1,1,22,54,160,1869,102,0
1,1,22,54,160,1869,103,2
1,1,22,54,160,1869,104,2
1,1,22,54,160,1869,105,1
1,1,22,54,160,1869,106,3
1,1,22,54,160,1869,107,3
1,1,22,54,160,1869,108,3
1,1,22,54,160,1869,109,2
1,1,22,54,160,1869,110,4
1,1,22,54,160,1869,111,1
1,1,22,54,160,1869,112,2
1,1,22,54,160,1869,113,1
1,1,22,54,160,1869,114,2
1,1,22,54,160,1869,115,2
1,1,22,54,160,1869,116,0
1,1,22,54,160,1869,117,3
1,1,22,54,160,1869,118,0
1,1,22,54,160,1869,119,3
1,1,22,54,160,1869,120,3
1,1,22,54,160,1869,121,4
1,1,22,54,160,1869,122,1
1,1,22,54,160,1869,123,2
1,1,22,54,160,1869,124,2
1,1,22,54,160,1869,125,2
1,1,22,54,160,1869,126,2
1,1,22,54,160,1869,127,2
1,1,22,54,160,1869,128,1
1,1,22,54,160,1869,129,2
1,1,22,54,160,1869,130,1
1,1,22,54,160,1869,131,2
1,1,22,54,160,1869,132,1
1,1,22,54,160,1869,133,5
1,1,22,54,160,1869,134,2
1,1,22,54,160,1869,135,3
1,1,22,54,160,1869,136,1
1,1,22,54,160,1869,137,2
1,1,22,54,160,1869,138,3
1,1,22,54,160,1869,139,1
1,1,22,54,160,1869,140,1
1,1,22,54,160,1869,141,3
1,1,22,54,160,1869,142,1
1,1,22,54,160,1869,143,2
1,1,22,54,160,1869,144,1
1,1,22,54,160,1869,145,1
1,1,22,54,160,1869,146,2
1,1,22,54,160,1869,147,2
1,1,22,54,160,1869,148,2
1,1,22,54,160,1869,149,2
1,1,22,54,160,1869,150,2
1,1,22,54,160,1869,151,1
103,0,29,54,154,1888,1,3
103,0,29,54,154,1888,2,3
103,0,29,54,154,1888,3,1
103,0,29,54,154,1888,4,3
103,0,29,54,154,1888,5,2
103,0,29,54,154,1888,6,1
103,0,29,54,154,1888,7,4
103,0,29,54,154,1888,8,0
103,0,29,54,154,1888,9,1
103,0,29,54,154,1888,10,2
103,0,29,54,154,1888,11,0
103,0,29,54,154,1888,12,2
103,0,29,54,154,1888,13,3
103,0,29,54,154,1888,14,2
103,0,29,54,154,1888,15,2
103,0,29,54,154,1888,16,1
103,0,29,54,154,1888,17,0
103,0,29,54,154,1888,18,4
103,0,29,54,154,1888,19,2
103,0,29,54,154,1888,20,0
103,0,29,54,154,1888,21,1
103,0,29,54,154,1888,22,4
103,0,29,54,154,1888,23,0
103,0,29,54,154,1888,24,3
103,0,29,54,154,1888,25,2
103,0,29,54,154,1888,26,1
103,0,29,54,154,1888,27,2
103,0,29,54,154,1888,28,3
103,0,29,54,154,1888,29,2
103,0,29,54,154,1888,30,4
103,0,29,54,154,1888,31,3
103,0,29,54,154,1888,32,2
103,0,29,54,154,1888,33,1
103,0,29,54,154,1888,34,3
103,0,29,54,154,1888,35,1
103,0,29,54,154,1888,36,1
103,0,29,54,154,1888,37,2
103,0,29,54,154,1888,38,2
103,0,29,54,154,1888,39,3
103,0,29,54,154,1888,40,2
103,0,29,54,154,1888,41,1
103,0,29,54,154,1888,42,2
103,0,29,54,154,1888,43,0
103,0,29,54,154,1888,44,6
103,0,29,54,154,1888,45,0
103,0,29,54,154,1888,46,2
103,0,29,54,154,1888,47,0
103,0,29,54,154,1888,48,2
103,0,29,54,154,1888,49,2
103,0,29,54,154,1888,50,1
103,0,29,54,154,1888,51,4
103,0,29,54,154,1888,52,4
103,0,29,54,154,1888,53,2
103,0,29,54,154,1888,54,3
103,0,29,54,154,1888,55,3
103,0,29,54,154,1888,56,1
103,0,29,54,154,1888,57,3
103,0,29,54,154,1888,58,3
103,0,29,54,154,1888,59,2
103,0,29,54,154,1888,60,1
103,0,29,54,154,1888,61,1
103,0,29,54,154,1888,62,1
103,0,29,54,154,1888,63,2
103,0,29,54,154,1888,64,3
103,0,29,54,154,1888,65,1
103,0,29,54,154,1888,66,3
103,0,29,54,154,1888,67,1
103,0,29,54,154,1888,68,1
103,0,29,54,154,1888,69,2
103,0,29,54,154,1888,70,2
103,0,29,54,154,1888,71,3
103,0,29,54,154,1888,72,2
103,0,29,54,154,1888,73,3
103,0,29,54,154,1888,74,1
103,0,29,54,154,1888,75,3
103,0,29,54,154,1888,76,2
103,0,29,54,154,1888,77,1
103,0,29,54,154,1888,78,2
103,0,29,54,154,1888,79,0
103,0,29,54,154,1888,80,2
103,0,29,54,154,1888,81,2
103,0,29,54,154,1888,82,2
103,0,29,54,154,1888,83,3
103,0,29,54,154,1888,84,2
103,0,29,54,154,1888,85,3
103,0,29,54,154,1888,86,3
103,0,29,54,154,1888,87,2
103,0,29,54,154,1888,88,3
103,0,29,54,154,1888,89,4
103,0,29,54,154,1888,90,2
103,0,29,54,154,1888,91,0
103,0,29,54,154,1888,92,2
103,0,29,54,154,1888,93,2
103,0,29,54,154,1888,94,0
103,0,29,54,154,1888,95,1
103,0,29,54,154,1888,96,1
103,0,29,54,154,1888,97,2
103,0,29,54,154,1888,98,0
103,0,29,54,154,1888,99,0
103,0,29,54,154,1888,100,7
103,0,29,54,154,1888,101,2
103,0,29,54,154,1888,102,0
103,0,29,54,154,1888,103,2
103,0,29,54,154,1888,104,2
103,0,29,54,154,1888,105,3
103,0,29,54,154,1888,106,1
103,0,29,54,154,1888,107,2
103,0,29,54,154,1888,108,1
103,0,29,54,154,1888,109,4
103,0,29,54,154,1888,110,3
103,0,29,54,154,1888,111,1
103,0,29,54,154,1888,112,2
103,0,29,54,154,1888,113,1
103,0,29,54,154,1888,114,2
103,0,29,54,154,1888,115,3
103,0,29,54,154,1888,116,2
103,0,29,54,154,1888,117,1
103,0,29,54,154,1888,118,1
103,0,29,54,154,1888,119,3
103,0,29,54,154,1888,120,1
103,0,29,54,154,1888,121,1
103,0,29,54,154,1888,122,5
103,0,29,54,154,1888,123,2
103,0,29,54,154,1888,124,0
103,0,29,54,154,1888,125,5
103,0,29,54,154,1888,126,3
103,0,29,54,154,1888,127,2
103,0,29,54,154,1888,128,4
103,0,29,54,154,1888,129,3
103,0,29,54,154,1888,130,3
103,0,29,54,154,1888,131,2
103,0,29,54,154,1888,132,3
103,0,29,54,154,1888,133,0
103,0,29,54,154,1888,134,1
103,0,29,54,154,1888,135,4
103,0,29,54,154,1888,136,3
103,0,29,54,154,1888,137,1
103,0,29,54,154,1888,138,2
103,0,29,54,154,1888,139,2
103,0,29,54,154,1888,140,1
103,0,29,54,154,1888,141,1
103,0,29,54,154,1888,142,3
103,0,29,54,154,1888,143,2
103,0,29,54,154,1888,144,1
103,0,29,54,154,1888,145,5
103,0,29,54,154,1888,146,3
103,0,29,54,154,1888,147,2
103,0,29,54,154,1888,148,3
103,0,29,54,154,1888,149,1
103,0,29,54,154,1888,150,1
103,0,29,54,154,1888,151,2
99,0,36,59,160,2012,1,2
99,0,36,59,160,2012,2,2
99,0,36,59,160,2012,3,2
99,0,36,59,160,2012,4,1
99,0,36,59,160,2012,5,3
99,0,36,59,160,2012,6,1
99,0,36,59,160,2012,7,1
99,0,36,59,160,2012,8,3
99,0,36,59,160,2012,9,3
99,0,36,59,160,2012,10,3
99,0,36,59,160,2012,11,2
99,0,36,59,160,2012,12,2
99,0,36,59,160,2012,13,2
99,0,36,59,160,2012,14,2
99,0,36,59,160,2012,15,3
99,0,36,59,160,2012,16,2
99,0,36,59,160,2012,17,3
99,0,36,59,160,2012,18,3
99,0,36,59,160,2012,19,3
99,0,36,59,160,2012,20,3
99,0,36,59,160,2012,21,2
99,0,36,59,160,2012,22,1
99,0,36,59,160,2012,23,3
99,0,36,59,160,2012,24,2
99,0,36,59,160,2012,25,4
99,0,36,59,160,2012,26,2
99,0,36,59,160,2012,27,2
99,0,36,59,160,2012,28,1
99,0,36,59,160,2012,29,1
99,0,36,59,160,2012,30,3
99,0,36,59,160,2012,31,2
99,0,36,59,160,2012,32,3
99,0,36,59,160,2012,33,3
99,0,36,59,160,2012,34,3
99,0,36,59,160,2012,35,1
99,0,36,59,160,2012,36,2
99,0,36,59,160,2012,37,0
99,0,36,59,160,2012,38,2
99,0,36,59,160,2012,39,3
99,0,36,59,160,2012,40,3
99,0,36,59,160,2012,41,4
99,0,36,59,160,2012,42,2
99,0,36,59,160,2012,43,1
99,0,36,59,160,2012,44,0
99,0,36,59,160,2012,45,2
99,0,36,59,160,2012,46,3
99,0,36,59,160,2012,47,3
99,0,36,59,160,2012,48,3
99,0,36,59,160,2012,49,1
99,0,36,59,160,2012,50,2
99,0,36,59,160,2012,51,2
99,0,36,59,160,2012,52,1
99,0,36,59,160,2012,53,2
99,0,36,59,160,2012,54,1
99,0,36,59,160,2012,55,4
99,0,36,59,160,2012,56,1
99,0,36,59,160,2012,57,1
99,0,36,59,160,2012,58,2
99,0,36,59,160,2012,59,2
99,0,36,59,160,2012,60,2
99,0,36,59,160,2012,61,3
99,0,36,59,160,2012,62,4
99,0,36,59,160,2012,63,4
99,0,36,59,160,2012,64,4
99,0,36,59,160,2012,65,2
99,0,36,59,160,2012,66,3
99,0,36,59,160,2012,67,2
99,0,36,59,160,2012,68,2
99,0,36,59,160,2012,69,3
99,0,36,59,160,2012,70,0
99,0,36,59,160,2012,71,2
99,0,36,59,160,2012,72,2
99,0,36,59,160,2012,73,1
99,0,36,59,160,2012,74,1
99,0,36,59,160,2012,75,0
99,0,36,59,160,2012,76,3
99,0,36,59,160,2012,77,2
99,0,36,59,160,2012,78,2
99,0,36,59,160,2012,79,3
99,0,36,59,160,2012,80,3
99,0,36,59,160,2012,81,2
99,0,36,59,160,2012,82,0
99,0,36,59,160,2012,83,1
99,0,36,59,160,2012,84,4
99,0,36,59,160,2012,85,1
99,0,36,59,160,2012,86,4
99,0,36,59,160,2012,87,2
99,0,36,59,160,2012,88,1
99,0,36,59,160,2012,89,2
99,0,36,59,160,2012,90,0
99,0,36,59,160,2012,91,1
99,0,36,59,160,2012,92,6
99,0,36,59,160,2012,93,1
99,0,36,59,160,2012,94,5
99,0,36,59,160,2012,95,2
99,0,36,59,160,2012,96,3
99,0,36,59,160,2012,97,2
99,0,36,59,160,2012,98,3
99,0,36,59,160,2012,99,2
99,0,36,59,160,2012,100,1
99,0,36,59,160,2012,101,2
99,0,36,59,160,2012,102,1
99,0,36,59,160,2012,103,2
99,0,36,59,160,2012,104,3
99,0,36,59,160,2012,105,1
99,0,36,59,160,2012,106,0
99,0,36,59,160,2012,107,0
99,0,36,59,160,2012,108,3
99,0,36,59,160,2012,109,1
99,0,36,59,160,2012,110,3
99,0,36,59,160,2012,111,3
99,0,36,59,160,2012,112,1
99,0,36,59,160,2012,113,2
99,0,36,59,160,2012,114,2
99,0,36,59,160,2012,115,1
99,0,36,59,160,2012,116,1
99,0,36,59,160,2012,117,2
99,0,36,59,160,2012,118,5
99,0,36,59,160,2012,119,2
99,0,36,59,160,2012,120,3
99,0,36,59,160,2012,121,1
99,0,36,59,160,2012,122,1
99,0,36,59,160,2012,123,2
99,0,36,59,160,2012,124,0
99,0,36,59,160,2012,125,0
99,0,36,59,160,2012,126,3
99,0,36,59,160,2012,127,0
99,0,36,59,160,2012,128,0
99,0,36,59,160,2012,129,3
99,0,36,59,160,2012,130,2
99,0,36,59,160,2012,131,3
99,0,36,59,160,2012,132,0
99,0,36,59,160,2012,133,0
99,0,36,59,160,2012,134,3
99,0,36,59,160,2012,135,0
99,0,36,59,160,2012,136,2
99,0,36,59,160,2012,137,2
99,0,36,59,160,2012,138,3
99,0,36,59,160,2012,139,3
99,0,36,59,160,2012,140,4
99,0,36,59,160,2012,141,4
99,0,36,59,160,2012,142,3
99,0,36,59,160,2012,143,0
99,0,36,59,160,2012,144,5
99,0,36,59,160,2012,145,1
99,0,36,59,160,2012,146,3
99,0,36,59,160,2012,147,2
99,0,36,59,160,2012,148,3
99,0,36,59,160,2012,149,3
99,0,36,59,160,2012,150,1
99,0,36,59,160,2012,151,3
98,0,12,68,158,1605,1,1
98,0,12,68,158,1605,2,2
98,0,12,68,158,1605,3,2
98,0,12,68,158,1605,4,2
98,0,12,68,158,1605,5,2
98,0,12,68,158,1605,6,3
98,0,12,68,158,1605,7,3
98,0,12,68,158,1605,8,1
98,0,12,68,158,1605,9,3
98,0,12,68,158,1605,10,2
98,0,12,68,158,1605,11,0
98,0,12,68,158,1605,12,2
98,0,12,68,158,1605,13,1
98,0,12,68,158,1605,14,2
98,0,12,68,158,1605,15,3
98,0,12,68,158,1605,16,3
98,0,12,68,158,1605,17,1
98,0,12,68,158,1605,18,1
98,0,12,68,158,1605,19,1
98,0,12,68,158,1605,20,4
98,0,12,68,158,1605,21,2
98,0,12,68,158,1605,22,2
98,0,12,68,158,1605,23,3
98,0,12,68,158,1605,24,2
98,0,12,68,158,1605,25,2
98,0,12,68,158,1605,26,2
98,0,12,68,158,1605,27,3
98,0,12,68,158,1605,28,2
98,0,12,68,158,1605,29,3
98,0,12,68,158,1605,30,1
98,0,12,68,158,1605,31,4
98,0,12,68,158,1605,32,3
98,0,12,68,158,1605,33,2
98,0,12,68,158,1605,34,2
98,0,12,68,158,1605,35,4
98,0,12,68,158,1605,36,3
98,0,12,68,158,1605,37,4
98,0,12,68,158,1605,38,3
98,0,12,68,158,1605,39,0
98,0,12,68,158,1605,40,1
98,0,12,68,158,1605,41,0
98,0,12,68,158,1605,42,1
98,0,12,68,158,1605,43,3
98,0,12,68,158,1605,44,1
98,0,12,68,158,1605,45,4
98,0,12,68,158,1605,46,1
98,0,12,68,158,1605,47,2
98,0,12,68,158,1605,48,1
98,0,12,68,158,1605,49,3
98,0,12,68,158,1605,50,2
98,0,12,68,158,1605,51,0
98,0,12,68,158,1605,52,1
98,0,12,68,158,1605,53,1
98,0,12,68,158,1605,54,3
98,0,12,68,158,1605,55,0
98,0,12,68,158,1605,56,2
98,0,12,68,158,1605,57,2
98,0,12,68,158,1605,58,3
98,0,12,68,158,1605,59,0
98,0,12,68,158,1605,60,2
98,0,12,68,158,1605,61,1
98,0,12,68,158,1605,62,3
98,0,12,68,158,1605,63,1
98,0,12,68,158,1605,64,0
98,0,12,68,158,1605,65,2
98,0,12,68,158,1605,66,2
98,0,12,68,158,1605,67,2
98,0,12,68,158,1605,68,2
98,0,12,68,158,1605,69,4
98,0,12,68,158,1605,70,3
98,0,12,68,158,1605,71,0
98,0,12,68,158,1605,72,0
98,0,12,68,158,1605,73,3
98,0,12,68,158,1605,74,4
98,0,12,68,158,1605,75,2
98,0,12,68,158,1605,76,3
98,0,12,68,158,1605,77,3
98,0,12,68,158,1605,78,0
98,0,12,68,158,1605,79,3
98,0,12,68,158,1605,80,2
98,0,12,68,158,1605,81,1
98,0,12,68,158,1605,82,5
98,0,12,68,158,1605,83,3
98,0,12,68,158,1605,84,1
98,0,12,68,158,1605,85,2
98,0,12,68,158,1605,86,2
98,0,12,68,158,1605,87,2
98,0,12,68,158,1605,88,2
98,0,12,68,158,1605,89,0
98,0,12,68,158,1605,90,4
98,0,12,68,158,1605,91,2
98,0,12,68,158,1605,92,0
98,0,12,68,158,1605,93,3
98,0,12,68,158,1605,94,3
98,0,12,68,158,1605,95,2
98,0,12,68,158,1605,96,2
98,0,12,68,158,1605,97,2
98,0,12,68,158,1605,98,4
98,0,12,68,158,1605,99,1
98,0,12,68,158,1605,100,1
98,0,12,68,158,1605,101,1
98,0,12,68,158,1605,102,7
98,0,12,68,158,1605,103,1
98,0,12,68,158,1605,104,2
98,0,12,68,158,1605,105,1
98,0,12,68,158,1605,106,2
98,0,12,68,158,1605,107,3
98,0,12,68,158,1605,108,1
98,0,12,68,158,1605,109,1
98,0,12,68,158,1605,110,0
98,0,12,68,158,1605,111,0
98,0,12,68,158,1605,112,2
98,0,12,68,158,1605,113,1
98,0,12,68,158,1605,114,1
98,0,12,68,158,1605,115,2
98,0,12,68,158,1605,116,5
98,0,12,68,158,1605,117,1
98,0,12,68,158,1605,118,2
98,0,12,68,158,1605,119,1
98,0,12,68,158,1605,120,3
98,0,12,68,158,1605,121,2
98,0,12,68,158,1605,122,1
98,0,12,68,158,1605,123,1
98,0,12,68,158,1605,124,6
98,0,12,68,158,1605,125,2
98,0,12,68,158,1605,126,1
98,0,12,68,158,1605,127,1
98,0,12,68,158,1605,128,3
98,0,12,68,158,1605,129,0
98,0,12,68,158,1605,130,2
98,0,12,68,158,1605,131,1
98,0,12,68,158,1605,132,1
98,0,12,68,158,1605,133,1
98,0,12,68,158,1605,134,2
98,0,12,68,158,1605,135,0
98,0,12,68,158,1605,136,2
98,0,12,68,158,1605,137,2
98,0,12,68,158,1605,138,1
98,0,12,68,158,1605,139,1
98,0,12,68,158,1605,140,2
98,0,12,68,158,1605,141,2
98,0,12,68,158,1605,142,2
98,0,12,68,158,1605,143,4
98,0,12,68,158,1605,144,1
98,0,12,68,158,1605,145,2
98,0,12,68,158,1605,146,0
98,0,12,68,158,1605,147,4
98,0,12,68,158,1605,148,1
98,0,12,68,158,1605,149,1
98,0,12,68,158,1605,150,1
98,0,12,68,158,1605,151,0
97,0,29,57,154,1805,1,2
97,0,29,57,154,1805,2,1
97,0,29,57,154,1805,3,1
97,0,29,57,154,1805,4,3
97,0,29,57,154,1805,5,1
97,0,29,57,154,1805,6,4
97,0,29,57,154,1805,7,1
97,0,29,57,154,1805,8,2
97,0,29,57,154,1805,9,1
97,0,29,57,154,1805,10,0
97,0,29,57,154,1805,11,5
97,0,29,57,154,1805,12,1
97,0,29,57,154,1805,13,3
97,0,29,57,154,1805,14,2
97,0,29,57,154,1805,15,1
97,0,29,57,154,1805,16,1
97,0,29,57,154,1805,17,1
97,0,29,57,154,1805,18,1
97,0,29,57,154,1805,19,3
97,0,29,57,154,1805,20,2
97,0,29,57,154,1805,21,4
97,0,29,57,154,1805,22,2
97,0,29,57,154,1805,23,3
97,0,29,57,154,1805,24,1
97,0,29,57,154,1805,25,1
97,0,29,57,154,1805,26,1
97,0,29,57,154,1805,27,1
97,0,29,57,154,1805,28,0
97,0,29,57,154,1805,29,2
97,0,29,57,154,1805,30,1
97,0,29,57,154,1805,31,0
97,0,29,57,154,1805,32,1
97,0,29,57,154,1805,33,2
97,0,29,57,154,1805,34,2
97,0,29,57,154,1805,35,1
97,0,29,57,154,1805,36,2
97,0,29,57,154,1805,37,1
97,0,29,57,154,1805,38,1
97,0,29,57,154,1805,39,4
97,0,29,57,154,1805,40,3
97,0,29,57,154,1805,41,3
97,0,29,57,154,1805,42,3
97,0,29,57,154,1805,43,4
97,0,29,57,154,1805,44,0
97,0,29,57,154,1805,45,1
97,0,29,57,154,1805,46,0
97,0,29,57,154,1805,47,2
97,0,29,57,154,1805,48,2
97,0,29,57,154,1805,49,1
97,0,29,57,154,1805,50,3
97,0,29,57,154,1805,51,3
97,0,29,57,154,1805,52,3
97,0,29,57,154,1805,53,2
97,0,29,57,154,1805,54,1
97,0,29,57,154,1805,55,1
97,0,29,57,154,1805,56,2
97,0,29,57,154,1805,57,2
97,0,29,57,154,1805,58,1
97,0,29,57,154,1805,59,4
97,0,29,57,154,1805,60,0
97,0,29,57,154,1805,61,2
97,0,29,57,154,1805,62,1
97,0,29,57,154,1805,63,3
97,0,29,57,154,1805,64,0
97,0,29,57,154,1805,65,3
97,0,29,57,154,1805,66,0
97,0,29,57,154,1805,67,2
97,0,29,57,154,1805,68,4
97,0,29,57,154,1805,69,1
97,0,29,57,154,1805,70,3
97,0,29,57,154,1805,71,2
97,0,29,57,154,1805,72,4
97,0,29,57,154,1805,73,3
97,0,29,57,154,1805,74,2
97,0,29,57,154,1805,75,3
97,0,29,57,154,1805,76,0
97,0,29,57,154,1805,77,2
97,0,29,57,154,1805,78,2
97,0,29,57,154,1805,79,1
97,0,29,57,154,1805,80,2
97,0,29,57,154,1805,81,1
97,0,29,57,154,1805,82,0
97,0,29,57,154,1805,83,1
97,0,29,57,154,1805,84,1
97,0,29,57,154,1805,85,3
97,0,29,57,154,1805,86,0
97,0,29,57,154,1805,87,2
97,0,29,57,154,1805,88,0
97,0,29,57,154,1805,89,3
97,0,29,57,154,1805,90,3
97,0,29,57,154,1805,91,4
97,0,29,57,154,1805,92,0
97,0,29,57,154,1805,93,3
97,0,29,57,154,1805,94,2
97,0,29,57,154,1805,95,2
97,0,29,57,154,1805,96,2
97,0,29,57,154,1805,97,2
97,0,29,57,154,1805,98,2
97,0,29,57,154,1805,99,2
97,0,29,57,154,1805,100,0
97,0,29,57,154,1805,101,3
97,0,29,57,154,1805,102,2
97,0,29,57,154,1805,103,3
97,0,29,57,154,1805,104,1
97,0,29,57,154,1805,105,4
97,0,29,57,154,1805,106,4
97,0,29,57,154,1805,107,2
97,0,29,57,154,1805,108,2
97,0,29,57,154,1805,109,2
97,0,29,57,154,1805,110,0
97,0,29,57,154,1805,111,5
97,0,29,57,154,1805,112,3
97,0,29,57,154,1805,113,5
97,0,29,57,154,1805,114,3
97,0,29,57,154,1805,115,2
97,0,29,57,154,1805,116,2
97,0,29,57,154,1805,117,3
97,0,29,57,154,1805,118,2
97,0,29,57,154,1805,119,1
97,0,29,57,154,1805,120,0
97,0,29,57,154,1805,121,2
97,0,29,57,154,1805,122,2
97,0,29,57,154,1805,123,3
97,0,29,57,154,1805,124,2
97,0,29,57,154,1805,125,1
97,0,29,57,154,1805,126,1
97,0,29,57,154,1805,127,5
97,0,29,57,154,1805,128,2
97,0,29,57,154,1805,129,2
97,0,29,57,154,1805,130,2
97,0,29,57,154,1805,131,2
97,0,29,57,154,1805,132,5
97,0,29,57,154,1805,133,4
97,0,29,57,154,1805,134,2
97,0,29,57,154,1805,135,3
97,0,29,57,154,1805,136,2
97,0,29,57,154,1805,137,3
97,0,29,57,154,1805,138,1
97,0,29,57,154,1805,139,3
97,0,29,57,154,1805,140,2
97,0,29,57,154,1805,141,0
97,0,29,57,154,1805,142,1
97,0,29,57,154,1805,143,2
97,0,29,57,154,1805,144,2
97,0,29,57,154,1805,145,1
97,0,29,57,154,1805,146,2
97,0,29,57,154,1805,147,0
97,0,29,57,154,1805,148,1
97,0,29,57,154,1805,149,3
97,0,29,57,154,1805,150,5
97,0,29,57,154,1805,151,4
96,0,28,55,154,1848,1,2
96,0,28,55,154,1848,2,4
96,0,28,55,154,1848,3,2
96,0,28,55,154,1848,4,3
96,0,28,55,154,1848,5,1
96,0,28,55,154,1848,6,3
96,0,28,55,154,1848,7,2
96,0,28,55,154,1848,8,4
96,0,28,55,154,1848,9,2
96,0,28,55,154,1848,10,2
96,0,28,55,154,1848,11,2
96,0,28,55,154,1848,12,0
96,0,28,55,154,1848,13,3
96,0,28,55,154,1848,14,5
96,0,28,55,154,1848,15,4
96,0,28,55,154,1848,16,0
96,0,28,55,154,1848,17,2
96,0,28,55,154,1848,18,1
96,0,28,55,154,1848,19,3
96,0,28,55,154,1848,20,2
96,0,28,55,154,1848,21,3
96,0,28,55,154,1848,22,2
96,0,28,55,154,1848,23,3
96,0,28,55,154,1848,24,0
96,0,28,55,154,1848,25,2
96,0,28,55,154,1848,26,2
96,0,28,55,154,1848,27,3
96,0,28,55,154,1848,28,5
96,0,28,55,154,1848,29,2
96,0,28,55,154,1848,30,1
96,0,28,55,154,1848,31,2
96,0,28,55,154,1848,32,4
96,0,28,55,154,1848,33,3
96,0,28,55,154,1848,34,1
96,0,28,55,154,1848,35,3
96,0,28,55,154,1848,36,2
96,0,28,55,154,1848,37,1
96,0,28,55,154,1848,38,3
96,0,28,55,154,1848,39,4
96,0,28,55,154,1848,40,3
96,0,28,55,154,1848,41,0
96,0,28,55,154,1848,42,1
96,0,28,55,154,1848,43,1
96,0,28,55,154,1848,44,1
96,0,28,55,154,1848,45,4
96,0,28,55,154,1848,46,3
96,0,28,55,154,1848,47,4
96,0,28,55,154,1848,48,1
96,0,28,55,154,1848,49,3
96,0,28,55,154,1848,50,1
96,0,28,55,154,1848,51,2
96,0,28,55,154,1848,52,2
96,0,28,55,154,1848,53,2
96,0,28,55,154,1848,54,3
96,0,28,55,154,1848,55,3
96,0,28,55,154,1848,56,3
96,0,28,55,154,1848,57,4
96,0,28,55,154,1848,58,2
96,0,28,55,154,1848,59,2
96,0,28,55,154,1848,60,4
96,0,28,55,154,1848,61,2
96,0,28,55,154,1848,62,3
96,0,28,55,154,1848,63,1
96,0,28,55,154,1848,64,1
96,0,28,55,154,1848,65,1
